,address,zip,units,cost,year,city,state,DIST01,DIST02,DIST03,DIST04,DIST05,DIST06,DIST07,DIST08,DIST09,DIST10,DIST11,DIST12,DIST13,DIST14,DIST15,DIST16,DIST17,DIST18,DIST19,big_address,Address,LAT,LON
1406,715 22ND HALF ST,787050000,19,,,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"715 22ND HALF ST, Austin, TX, 787050000","715 22ND HALF ST, Austin, TX, 787050000",30.2851515395,-97.7451036081
1407,7910 GAULT ST,787570000,19,123157.894737,1968,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"7910 GAULT ST, Austin, TX, 787570000","7910 GAULT ST, Austin, TX, 787570000",30.350555,-97.718346
1408,8001 GESSNER DR,787530000,19,209368.421053,1984,Austin,TX,G35,N14,L46,P01,C10,J01,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"8001 GESSNER DR, Austin, TX, 787530000","8001 GESSNER DR, Austin, TX, 787530000",30.343742,-97.70232
1409,8730 MOPAC EXPY,787590000,19,191745.0,1969,Austin,TX,G10,N14,L48,P02,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"8730 MOPAC EXPY, Austin, TX, 787590000","8730 MOPAC EXPY, Austin, TX, 787590000",30.375446,-97.74011
1410,9100 CALERA DR,787350000,19,36714.9473684,2005,Austin,TX,G21,N24,L47,P03,CEJ,J03,S01,T45,M62,E03,Q06,,Q10,R10,,B05,ALL,ACC,,"9100 CALERA DR, Austin, TX, 787350000","9100 CALERA DR, Austin, TX, 787350000",30.27975,-97.882355
1411,920 40TH ST,787510000,19,181514.578947,1966,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"920 40TH ST, Austin, TX, 787510000","920 40TH ST, Austin, TX, 787510000",30.298014,-97.721375
1412,9844 QUAIL BLVD,787580000,19,,,Austin,TX,G35,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"9844 QUAIL BLVD, Austin, TX, 787580000","9844 QUAIL BLVD, Austin, TX, 787580000",30.372232,-97.70024
1413,9900 QUAIL BLVD,787580000,19,379736.842105,1973,Austin,TX,G35,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"9900 QUAIL BLVD, Austin, TX, 787580000","9900 QUAIL BLVD, Austin, TX, 787580000",30.371916,-97.700806
1414,100 27TH ST,787050000,18,888784.722222,1922,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"100 27TH ST, Austin, TX, 787050000","100 27TH ST, Austin, TX, 787050000",30.2917244455,-97.7377123236
1415,1100 REINLI ST,787230000,18,913611.111111,1980,Austin,TX,G10,N14,L46,P01,C10,J05,S01,T41,,,,A01,,,,B05,ALL,ACC,CA4,"1100 REINLI ST, Austin, TX, 787230000","1100 REINLI ST, Austin, TX, 787230000",30.31696,-97.70386
1416,1123 HOLLOW CREEK DR,787040000,18,,,Austin,TX,G21,N14,L49,P03,C10,J03,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"1123 HOLLOW CREEK DR, Austin, TX, 787040000","1123 HOLLOW CREEK DR, Austin, TX, 787040000",30.261189,-97.772125
1417,116 ALPINE RD,787040000,18,126388.888889,1981,Austin,TX,G21,N14,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"116 ALPINE RD, Austin, TX, 787040000","116 ALPINE RD, Austin, TX, 787040000",30.2282187042,-97.761519195
1418,1214 BARTON HILLS DR,787040000,18,381635.8,1980,Austin,TX,G21,N14,L49,P03,C10,J03,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"1214 BARTON HILLS DR, Austin, TX, 787040000","1214 BARTON HILLS DR, Austin, TX, 787040000",30.261654,-97.77362
1419,12417 RIVER BND,787320000,18,49414.7222222,2000,Austin,TX,G25,N14,L47,P02,C11,J02,S10,,,E06,,A01,,,,B10,ALL,ACC,CA6,"12417 RIVER BND, Austin, TX, 787320000","12417 RIVER BND, Austin, TX, 787320000",30.328783,-97.92047
1420,1500 EAST SIDE DR,787040000,18,26972.4444444,1969,Austin,TX,G21,N14,L51,P04,C10,J04,S01,T46,,,,A01,,,,B05,ALL,ACC,CA9,"1500 EAST SIDE DR, Austin, TX, 787040000","1500 EAST SIDE DR, Austin, TX, 787040000",30.24734,-97.74441
1421,1501 6TH ST,787030000,18,31698.1111111,1981,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"1501 6TH ST, Austin, TX, 787030000","1501 6TH ST, Austin, TX, 787030000",30.274393,-97.761536
1422,1512 FOREST TRL,787030000,18,505227.666667,2014,Austin,TX,G25,N14,L48,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA10,"1512 FOREST TRL, Austin, TX, 787030000","1512 FOREST TRL, Austin, TX, 787030000",30.28708,-97.7655
1423,1717 35TH ST,787030000,18,184166.666667,1971,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA10,"1717 35TH ST, Austin, TX, 787030000","1717 35TH ST, Austin, TX, 787030000",30.308035,-97.75245
1424,1801 RIO GRANDE ST,787010000,18,,,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"1801 RIO GRANDE ST, Austin, TX, 787010000","1801 RIO GRANDE ST, Austin, TX, 787010000",30.2816566209,-97.7451234951
1425,1906 WILLOW CREEK DR,787410000,18,,,Austin,TX,G21,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"1906 WILLOW CREEK DR, Austin, TX, 787410000","1906 WILLOW CREEK DR, Austin, TX, 787410000",30.234213,-97.72813
1426,2017 BLUEBONNET LN,787040000,18,,,Austin,TX,G21,N14,L49,P03,C10,J03,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"2017 BLUEBONNET LN, Austin, TX, 787040000","2017 BLUEBONNET LN, Austin, TX, 787040000",30.252203,-97.773735
1427,21101 HOG EYE RD,786530000,18,200010.0,1970,Austin,TX,G10,N14,L50,P01,,J01,S11,,,E12,,,,,,B10,ALL,ACC,,"21101 HOG EYE RD, Austin, TX, 786530000","21101 HOG EYE RD, Austin, TX, 786530000",30.297615,-97.483635
1428,2207 PASADENA DR,787570000,18,366562.0,2012,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B10,ALL,ACC,CA7,"2207 PASADENA DR, Austin, TX, 787570000","2207 PASADENA DR, Austin, TX, 787570000",30.348764,-97.7333
1429,2308 WICKERSHAM LN,787410000,18,302380.0,,Austin,TX,G21,N21,L51,P04,C10,J04,S02,D23,,,,A01,,,,B05,ALL,ACC,CA3,"2308 WICKERSHAM LN, Austin, TX, 787410000","2308 WICKERSHAM LN, Austin, TX, 787410000",30.226854,-97.72215
1430,2400 LONGVIEW ST,787050000,18,517922.238889,1968,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2400 LONGVIEW ST, Austin, TX, 787050000","2400 LONGVIEW ST, Austin, TX, 787050000",30.288498,-97.75085
1431,2406 RIO GRANDE ST,787050000,18,43494.7777778,1982,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2406 RIO GRANDE ST, Austin, TX, 787050000","2406 RIO GRANDE ST, Austin, TX, 787050000",30.2885559009,-97.7446121842
1432,2508 ENFIELD RD,787030000,18,183111.0,1983,Austin,TX,G25,N14,L48,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA10,"2508 ENFIELD RD, Austin, TX, 787030000","2508 ENFIELD RD, Austin, TX, 787030000",30.289381,-97.770035
1433,2602 PENNY LN,787570000,18,111511.111111,1971,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B10,ALL,ACC,CA7,"2602 PENNY LN, Austin, TX, 787570000","2602 PENNY LN, Austin, TX, 787570000",30.365427,-97.73028
1434,2728 CONGRESS AVE,787040000,18,,,Austin,TX,G21,N14,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2728 CONGRESS AVE, Austin, TX, 787040000","2728 CONGRESS AVE, Austin, TX, 787040000",30.235088,-97.75669
1435,2807 CAMERON LOOP,787450000,18,345177.0,1980,Austin,TX,G21,N14,L48,P03,C10,J03,S01,T47,,,Q00,A01,Q04,,,B05,ALL,ACC,CA5,"2807 CAMERON LOOP, Austin, TX, 787450000","2807 CAMERON LOOP, Austin, TX, 787450000",30.192913,-97.827255
1436,2906 WEST AVE,787050000,18,296794.0,1981,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2906 WEST AVE, Austin, TX, 787050000","2906 WEST AVE, Austin, TX, 787050000",30.296751,-97.74508
1437,3100 SPEEDWAY,787050000,18,130416.0,1978,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"3100 SPEEDWAY, Austin, TX, 787050000","3100 SPEEDWAY, Austin, TX, 787050000",30.295338,-97.73684
1438,3106 DUVAL ST,787050000,18,168645.055556,1966,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"3106 DUVAL ST, Austin, TX, 787050000","3106 DUVAL ST, Austin, TX, 787050000",30.293016,-97.7334
1439,3107 SPEEDWAY,787050000,18,121635.8,1960,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"3107 SPEEDWAY, Austin, TX, 787050000","3107 SPEEDWAY, Austin, TX, 787050000",30.29554,-97.7367
1440,3604 CLAWSON RD,787040000,18,245194.444444,1985,Austin,TX,G21,N14,L49,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"3604 CLAWSON RD, Austin, TX, 787040000","3604 CLAWSON RD, Austin, TX, 787040000",30.234554,-97.77997
1441,412 ALPINE RD,787040000,18,205833.333333,1981,Austin,TX,G21,N14,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"412 ALPINE RD, Austin, TX, 787040000","412 ALPINE RD, Austin, TX, 787040000",30.2299433617,-97.7650707219
1442,4209 BURNET RD,787560000,18,219308.7,1967,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA10,"4209 BURNET RD, Austin, TX, 787560000","4209 BURNET RD, Austin, TX, 787560000",30.312494,-97.743454
1443,4405 AVENUE A,787510000,18,162028.0,1983,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"4405 AVENUE A, Austin, TX, 787510000","4405 AVENUE A, Austin, TX, 787510000",30.30942,-97.73265
1444,506 37TH ST,787050000,18,173459.611111,1978,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"506 37TH ST, Austin, TX, 787050000","506 37TH ST, Austin, TX, 787050000",30.301407,-97.737404
1445,701 NELRAY BLVD,787510000,18,127198.0,1984,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"701 NELRAY BLVD, Austin, TX, 787510000","701 NELRAY BLVD, Austin, TX, 787510000",30.322344,-97.72706
1446,706 22ND ST,787050000,18,276074.5,1982,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"706 22ND ST, Austin, TX, 787050000","706 22ND ST, Austin, TX, 787050000",30.28528,-97.74511
1447,724 FM 1626 RD,787480000,18,224573.0,1993,Austin,TX,G21,N25,L47,P03,CEJ,J03,S01,T46,,E05,Q00,,Q02,,,B05,ALL,ACC,,"724 FM 1626 RD, Austin, TX, 787480000","724 FM 1626 RD, Austin, TX, 787480000",30.1411581814,-97.797888377
1448,7312 BEN WHITE BLVD,787410000,18,244217.0,2004,Austin,TX,G35,N14,L51,P04,C10,J04,S02,D27,,,,A01,,,,B05,ALL,ACC,CA3,"7312 BEN WHITE BLVD, Austin, TX, 787410000","7312 BEN WHITE BLVD, Austin, TX, 787410000",30.216705,-97.69563
1449,7403 RIVERSIDE DR,787410000,18,161690.0,1984,Austin,TX,G35,N14,L51,P04,C10,J04,S02,D27,,,,A01,,,,B05,ALL,ACC,CA3,"7403 RIVERSIDE DR, Austin, TX, 787410000","7403 RIVERSIDE DR, Austin, TX, 787410000",30.219774,-97.692955
1450,8200 SOUTHWEST PKWY,787350000,18,32426.1666667,,Austin,TX,G21,N24,L47,P03,C10,J03,S01,T45,,,Q06,A01,Q10,R10,,B05,ALL,ACC,CA8,"8200 SOUTHWEST PKWY, Austin, TX, 787350000","8200 SOUTHWEST PKWY, Austin, TX, 787350000",30.256712,-97.87922
1451,8312 FATHOM#1100-1299 (8312) CIR,787500000,18,,,Austin,TX,G10,N14,L50,P03,C10,J02,S14,,,,,A01,,,,B10,ALL,ACC,CA6,"8312 FATHOM#1100-1299 (8312) CIR, Austin, TX, 787500000","8312 FATHOM#1100-1299 (8312) CIR, Austin, TX, 787500000",30.2352784605,-97.9113165885
1452,8400 BEECH DR,787580000,18,329945.0,,Austin,TX,G10,N14,L46,P02,C10,J05,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"8400 BEECH DR, Austin, TX, 787580000","8400 BEECH DR, Austin, TX, 787580000",30.35773,-97.71459
1453,8407 COULVER RD,787470000,18,187520.0,2000,Austin,TX,G35,N21,L51,P04,CEJ,J04,S02,D25,,E11,Q00,,Q03,,L04,B05,ALL,ACC,,"8407 COULVER RD, Austin, TX, 787470000","8407 COULVER RD, Austin, TX, 787470000",30.118095,-97.72815
1454,8500 SH 71,787350000,18,,,Austin,TX,G21,N24,L47,P03,C10,J03,S01,T47,,,Q06,A01,Q10,,,B05,ALL,ACC,CA8,"8500 SH 71, Austin, TX, 787350000","8500 SH 71, Austin, TX, 787350000",30.24863,-97.8917
1455,8600 RESEARCH BLVD,787580000,18,370930.277778,1972,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"8600 RESEARCH BLVD, Austin, TX, 787580000","8600 RESEARCH BLVD, Austin, TX, 787580000",30.3618405134,-97.7173433852
1456,8602 LAMAR BLVD,787530000,18,,,Austin,TX,G35,N14,L46,P02,C10,J05,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"8602 LAMAR BLVD, Austin, TX, 787530000","8602 LAMAR BLVD, Austin, TX, 787530000",30.35449,-97.704124
1457,8810 TALLWOOD DR,787590000,18,,,Austin,TX,G10,N14,L48,P02,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"8810 TALLWOOD DR, Austin, TX, 787590000","8810 TALLWOOD DR, Austin, TX, 787590000",30.378637,-97.7435
1458,904 BEDFORD ST,787020000,18,,,Austin,TX,G25,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA1,"904 BEDFORD ST, Austin, TX, 787020000","904 BEDFORD ST, Austin, TX, 787020000",30.271261,-97.70774
1459,1010 23RD ST,787050000,17,153733.0,1975,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"1010 23RD ST, Austin, TX, 787050000","1010 23RD ST, Austin, TX, 787050000",30.287224,-97.74818
1460,1101 HOLLOW CREEK DR,787040000,17,24437.5294118,1971,Austin,TX,G21,N14,L49,P03,C10,J03,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"1101 HOLLOW CREEK DR, Austin, TX, 787040000","1101 HOLLOW CREEK DR, Austin, TX, 787040000",30.261429,-97.77231
1461,1101 SHOAL CREEK BLVD,787010000,17,79279.2,1925,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"1101 SHOAL CREEK BLVD, Austin, TX, 787010000","1101 SHOAL CREEK BLVD, Austin, TX, 787010000",30.275604,-97.75058
1462,1105 CLAYTON LN,787230000,17,120835.117647,1966,Austin,TX,G10,N14,L46,P01,C10,J05,S01,T41,,,,A01,,,,B05,ALL,ACC,CA4,"1105 CLAYTON LN, Austin, TX, 787230000","1105 CLAYTON LN, Austin, TX, 787230000",30.31836,-97.70192
1463,12042 BITTERN HOLW,787580000,17,,,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"12042 BITTERN HOLW, Austin, TX, 787580000","12042 BITTERN HOLW, Austin, TX, 787580000",30.401897,-97.69935
1464,12407 MOPAC EXPY,787580000,17,,,Austin,TX,G17,N14,L50,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"12407 MOPAC EXPY, Austin, TX, 787580000","12407 MOPAC EXPY, Austin, TX, 787580000",30.416557,-97.70506
1465,1312 LAMAR SQUARE DR,787040000,17,174744.470588,1972,Austin,TX,G21,N14,L49,P03,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"1312 LAMAR SQUARE DR, Austin, TX, 787040000","1312 LAMAR SQUARE DR, Austin, TX, 787040000",30.254528,-97.763176
1466,135 ST ELMO RD,787450000,17,,,Austin,TX,G35,N21,L51,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA3,"135 ST ELMO RD, Austin, TX, 787450000","135 ST ELMO RD, Austin, TX, 787450000",30.2168097044,-97.7658650512
1467,13501 METRIC BLVD,787270000,17,312546.0,,Austin,TX,G17,N14,L50,P01,C10,J02,S13,,,,,A01,,,,B10,ALL,ACC,CA7,"13501 METRIC BLVD, Austin, TX, 787270000","13501 METRIC BLVD, Austin, TX, 787270000",30.425003,-97.67854
1468,1400 51ST ST,787230000,17,100577.529412,1967,Austin,TX,G25,N14,L46,P01,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA4,"1400 51ST ST, Austin, TX, 787230000","1400 51ST ST, Austin, TX, 787230000",30.306639,-97.704636
1469,1404 NORWALK LN,787030000,17,46094.7058824,,Austin,TX,G25,N14,L48,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA10,"1404 NORWALK LN, Austin, TX, 787030000","1404 NORWALK LN, Austin, TX, 787030000",30.289158,-97.772064
1470,1500 SCENIC DR,787030000,17,76399.1176471,1965,Austin,TX,G25,N14,L48,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA10,"1500 SCENIC DR, Austin, TX, 787030000","1500 SCENIC DR, Austin, TX, 787030000",30.296635,-97.78379
1471,1501 NORTH LOOP BLVD,787560000,17,172553.664706,1968,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA7,"1501 NORTH LOOP BLVD, Austin, TX, 787560000","1501 NORTH LOOP BLVD, Austin, TX, 787560000",30.324776,-97.73716
1472,1510 6TH ST,787030000,17,246607.0,1964,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"1510 6TH ST, Austin, TX, 787030000","1510 6TH ST, Austin, TX, 787030000",30.274614,-97.76208
1473,1601 HOUSTON ST,787560000,17,33118.5294118,2013,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA7,"1601 HOUSTON ST, Austin, TX, 787560000","1601 HOUSTON ST, Austin, TX, 787560000",30.327541,-97.736946
1474,1804 RUNDBERG LN,787580000,17,841176.470588,1980,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"1804 RUNDBERG LN, Austin, TX, 787580000","1804 RUNDBERG LN, Austin, TX, 787580000",30.369429,-97.71082
1475,2100 SAN GABRIEL ST,787050000,17,170354.588235,1984,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2100 SAN GABRIEL ST, Austin, TX, 787050000","2100 SAN GABRIEL ST, Austin, TX, 787050000",30.284752,-97.74818
1476,2200 SAN GABRIEL ST,787050000,17,185042.823529,1973,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2200 SAN GABRIEL ST, Austin, TX, 787050000","2200 SAN GABRIEL ST, Austin, TX, 787050000",30.285551,-97.74811
1477,2401 GROVE BLVD,787410000,17,265426.0,2005,Austin,TX,G35,N14,L51,P04,C10,J04,S02,D22,,,,A01,,,,B05,ALL,ACC,CA3,"2401 GROVE BLVD, Austin, TX, 787410000","2401 GROVE BLVD, Austin, TX, 787410000",30.2215449389,-97.7074953333
1478,2601 QUINLAN PARK RD,787320000,17,389553.0,2014,Austin,TX,G25,N14,L47,P02,CEJ,J02,S10,,,E06,,A01,,,,B10,ALL,ACC,,"2601 QUINLAN PARK RD, Austin, TX, 787320000","2601 QUINLAN PARK RD, Austin, TX, 787320000",30.362642,-97.899414
1479,2606 RIO GRANDE ST,787050000,17,44850.3529412,,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2606 RIO GRANDE ST, Austin, TX, 787050000","2606 RIO GRANDE ST, Austin, TX, 787050000",30.2912920686,-97.7443646004
1480,2706 SALADO ST,787050000,17,255262.0,1983,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2706 SALADO ST, Austin, TX, 787050000","2706 SALADO ST, Austin, TX, 787050000",30.29219,-97.74527
1481,2808 WHITIS AVE,787050000,17,,,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2808 WHITIS AVE, Austin, TX, 787050000","2808 WHITIS AVE, Austin, TX, 787050000",30.293116,-97.740204
1482,2811 LA FRONTERA #0300-0331,787280000,17,,,Austin,TX,G17,N14,L50,P02,C20,J02,S14,,,,,,,,,B10,ALL,ACC,,"2811 LA FRONTERA #0300-0331, Austin, TX, 787280000","2811 LA FRONTERA #0300-0331, Austin, TX, 787280000",30.4776569256,-97.6853518349
1483,2919 WEST AVE,787050000,17,,,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2919 WEST AVE, Austin, TX, 787050000","2919 WEST AVE, Austin, TX, 787050000",30.297531,-97.74455
1484,304 MASTERSON PASS,787530000,17,,,Austin,TX,G35,N14,L50,P01,C10,J01,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"304 MASTERSON PASS, Austin, TX, 787530000","304 MASTERSON PASS, Austin, TX, 787530000",30.370094,-97.68895
1485,307 31ST ST,787050000,17,145478.058824,1964,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"307 31ST ST, Austin, TX, 787050000","307 31ST ST, Austin, TX, 787050000",30.293837,-97.7351
1486,3300 BEE CAVES RD,787460000,17,,,Austin,TX,G25,N14,L48,P03,C07,J03,S04,,,E09,Q00,,Q05,,L01,B05,ALL,,,"3300 BEE CAVES RD, Austin, TX, 787460000","3300 BEE CAVES RD, Austin, TX, 787460000",30.274447365,-97.8004742799
1487,3301 SPEEDWAY,787050000,17,33940.4117647,1966,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"3301 SPEEDWAY, Austin, TX, 787050000","3301 SPEEDWAY, Austin, TX, 787050000",30.297348,-97.73558
1488,3311 RED RIVER ST,787050000,17,236383.411765,1973,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"3311 RED RIVER ST, Austin, TX, 787050000","3311 RED RIVER ST, Austin, TX, 787050000",30.2924572606,-97.726068756
1489,3409 ESPERANZA XING,787580000,17,356063.0,,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"3409 ESPERANZA XING, Austin, TX, 787580000","3409 ESPERANZA XING, Austin, TX, 787580000",30.401333,-97.72739
1490,3506 SPEEDWAY,787050000,17,220022.0,1982,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"3506 SPEEDWAY, Austin, TX, 787050000","3506 SPEEDWAY, Austin, TX, 787050000",30.299974,-97.73391
1491,3700 SOUTHRIDGE DR,787040000,17,,,Austin,TX,G21,N14,L49,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"3700 SOUTHRIDGE DR, Austin, TX, 787040000","3700 SOUTHRIDGE DR, Austin, TX, 787040000",30.232733,-97.777504
1492,3903 PETERSON AVE,787560000,17,130917.647059,1974,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA10,"3903 PETERSON AVE, Austin, TX, 787560000","3903 PETERSON AVE, Austin, TX, 787560000",30.308697,-97.74662
1493,400 35TH ST,787050000,17,34502.8823529,1939,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"400 35TH ST, Austin, TX, 787050000","400 35TH ST, Austin, TX, 787050000",30.3003014449,-97.7371618679
1494,4209 AVENUE B,787510000,17,88737.0588235,1973,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"4209 AVENUE B, Austin, TX, 787510000","4209 AVENUE B, Austin, TX, 787510000",30.306784,-97.7332
1495,4306 AVENUE A,787510000,17,196881.0,1975,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"4306 AVENUE A, Austin, TX, 787510000","4306 AVENUE A, Austin, TX, 787510000",30.308361,-97.733376
1496,5114 BALCONES WOODS DR,787590000,17,28681.4705882,1978,Austin,TX,G17,N14,L50,P03,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"5114 BALCONES WOODS DR, Austin, TX, 787590000","5114 BALCONES WOODS DR, Austin, TX, 787590000",30.4078322715,-97.7465369748
1497,5601 WOODROW AVE,787560000,17,27177.4117647,,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA7,"5601 WOODROW AVE, Austin, TX, 787560000","5601 WOODROW AVE, Austin, TX, 787560000",30.327688,-97.733604
1498,5604 WOODROW AVE,787560000,17,212465.0,1981,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA7,"5604 WOODROW AVE, Austin, TX, 787560000","5604 WOODROW AVE, Austin, TX, 787560000",30.327738,-97.73359
1499,5918 LAGO VISTA WAY,786450000,17,135128.0,1971,Austin,TX,G25,N14,L47,P03,C02,J02,S08,,,E01,,A01,,,,B10,ALL,,,"5918 LAGO VISTA WAY, Austin, TX, 786450000","5918 LAGO VISTA WAY, Austin, TX, 786450000",30.45532,-97.99451
1500,601 BRUSHY ST,787020000,17,25342.1764706,2006,Austin,TX,G35,N14,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"601 BRUSHY ST, Austin, TX, 787020000","601 BRUSHY ST, Austin, TX, 787020000",30.265503,-97.73353
