STREET1,STREET2,Distance,Lat,Lon
32ND ST,LAMAR BLVD,0.027788202210912435,30.301482,-97.7454973
26TH ST,27TH ST,0.05850554887773851
22ND ST,MANOR RD,0.04583243619635307
10TH ST,MANOR RD,0.012815566431307362
37TH ST,GRIFFITH ST,0.03934454410961187
EDGEWOOD AVE,HOLLYWOOD AVE,0.005777714357061174,30.290092,-97.72038789999999
37TH ST,GUADALUPE ST,0.013916917876993585,30.3019453,-97.738655
38TH ST,RONSON ST,0.01206958753315008,30.303388,-97.73921419999999
GRANDVIEW ST,LAMAR BLVD,0.04461909958861209
CONCORDIA AVE,WERNER AVE,0.015695498312773764,30.2916857,-97.7183779
9TH ST,STAFFORD ST,0.0031935104307107974
12TH ST,MALDON PL,0.09203933809807972
34TH ST,GRIFFITH ST,0.022433833742606286
HEMPHILL PARK,WHEELER ST,0.014701819364293933,30.2968334,-97.7394886
38TH 1/2 ST,38TH ST,0.03159875287236284,30.2962317,-97.72436809999999
13TH ST,WALNUT AVE,0.02925332914152541,30.2759999,-97.71232839999999
GRAHAM ST,HOLMES CT,0.042300027715667626
12TH ST,CEDAR AVE,0.03580182945959237,30.2748473,-97.71303019999999
14TH ST,CLIFFORD AVE,0.08052305226835056,30.2778318,-97.7069205
18TH ST,MAPLE AVE,0.05283451531267612,30.2794289,-97.7159996
13TH ST,CLIFFORD AVE,0.07537250040543333,30.2768092,-97.7067194
13TH ST,SINGLETON AVE,0.031199108864653574,30.2756987,-97.7141757
14TH ST,WALNUT AVE,0.04489165487871538,30.2769649,-97.7125137
HARGRAVE ST,SOL WILSON AVE,0.044668436744370085,30.2732149,-97.70913809999999
14TH ST,CHESTNUT AVE,0.06583303782396413,30.2763472,-97.71639569999999
13TH ST,CHESTNUT AVE,0.01542896445685266,30.2753773,-97.71618269999999
14TH ST,SINGLETON AVE,0.06858234125408741,30.276662,-97.7143748
12TH ST,14TH ST,0.07003997545879555,30.30511199999999,-97.6973352
13TH ST,COLETO ST,0.02706038060137741,30.2752296,-97.71717489999999
16TH ST,MAPLE AVE,0.06319145630530934,30.2774789,-97.7155845
CEDAR AVE,WALNUT AVE,0.0525267593578074,30.4061044,-97.68573839999999
13TH ST,CEDAR AVE,0.03317693912282029,30.2758458,-97.71323509999999
16TH ST,CEDAR AVE,0.009970112785423457,30.2777901,-97.7136465
17TH ST,WALNUT AVE,0.08967031507262452,30.2789049,-97.71293999999999
18TH ST,WALNUT AVE,0.07185499971986362,30.279872,-97.713139
BEDFORD ST,SOL WILSON AVE,0.06292368935413288,30.273046,-97.70807479999999
17TH ST,ULIT AVE,0.03824302911630565,30.2790523,-97.7119864
16TH ST,SINGLETON AVE,0.08883072656700762,30.2776387,-97.71458319999999
12TH ST,COLETO ST,0.02591740022708746,30.2742315,-97.7170026
14TH ST,ALAMO ST,0.05691612558262707,30.27608379999999,-97.7183376
14TH ST,ULIT AVE,0.019138881175314662,30.27710209999999,-97.711581
13TH ST,MAPLE AVE,0.013194786716484701,30.2755389,-97.7151816
17TH ST,CEDAR AVE,0.0641020483030428,30.2787593,-97.7138483
16TH ST,WALNUT AVE,0.02905493435093133,30.2779318,-97.71273389999999
14TH ST,SANCHEZ ST,0.05627071354346467,30.2779858,-97.7061468
14TH ST,CEDAR AVE,0.015864966394576685,30.2768161,-97.71344239999999
ULIT AVE,WALNUT AVE,0.05776065510895148
13TH ST,ALEXANDER AVE,0.06869033537016533,30.27653,-97.7084021
14TH ST,ALEXANDER AVE,0.0873619570954432,30.2776189,-97.7082592
16TH ST,CHESTNUT AVE,0.0639587038229561,30.2773198,-97.7166092
COLETO ST,PENNSYLVANIA AVE,0.06488101757438676,30.2722055,-97.7165318
18TH ST,CEDAR AVE,0.05646029498758281,30.2797338,-97.7140546
14TH ST,16TH ST,0.0674026247535725,29.879775,-93.946584
CHESTNUT AVE,PENNSYLVANIA AVE,0.0461160730957379,30.2723607,-97.7155407
CEBERRY DR,SONNET AVE,0.03446684840400728
SHOAL CREEK BLVD,SHOAL CREEK WEST DR,0.09382150434821566
GREEN TRAILS,STONEHAVEN CIR,0.08860690349979128,30.362938,-97.75416229999999
MIDDLE CT,WEST CT,0.07427738105668269
HART LN,STONECLIFF CIR,0.09573109600239478,30.36015799999999,-97.753141
CARLISLE DR,WEST TERRACE DR,0.06934194096278302
PRICKLY PEAR DR,WEST RIM DR,0.0579005763553731,30.3628128,-97.7705175
NORTH HILLS DR,VILLAGE CENTER DR,0.05093547963792135,30.352064,-97.757014
CAMINO SECO,HIGHLAND PASS,0.07132889672941348
GREENHAVEN DR,PINEWOOD TER,0.019016651326673017,30.3514417,-97.7404009
SHOAL CREEK BLVD,SILVERLEAF DR,0.05367278450121931
KNOX LN,RUNNING ROPE,0.015092419351583748,30.3612626,-97.7613842
EAST HILL DR,VALLEYSIDE RD,0.03658249802080014,30.3490506,-97.7540499
WHITEWAY DR,YELLOWPINE TER,0.0492871182513949
JANEY DR,RICKEY DR,0.06747592081106774,30.3422985,-97.7511421
CANYONSIDE TRL,FAR WEST BLVD,0.05590188068351033
EAST HILL DR,HART LN,0.05210424736411205,30.3456612,-97.7534203
GREYSTONE DR,MESA DR,0.05927182030428333,30.3647428,-97.7633448
SPICEWOOD SPRINGS RD,WILLIAMSBURG CIR,0.07495365573638677,30.367862,-97.75411899999999
SILVERLEAF CIR,SILVERWAY DR,0.041312973382911934
BRACKEN CT,WILLIAMSBURG CIR,0.08005851877298831,30.3665001,-97.7531267
CIRCLETREE LOOP,FAR WEST BLVD,0.06527032781534302
MOUNTAINCLIMB DR,PASEO DEL TORO CV,0.03213402759378084
CEBERRY DR,SUMMIT BND,0.06143524603546812,30.366512,-97.746367
HIGHLAND HILLS DR,HIGHLAND HILLS TER,0.08365362514983894,30.3433467,-97.75950530000001
BAYBERRY DR,RAINTREE PL,0.027963525943561808,30.369858,-97.7536954
STEP DOWN CV,VALLEY DALE DR,0.06395232745363919
LAMPLIGHT LN,MONTANA NORTE,0.04290552893031347
GREYSTONE DR,STONECLIFF CIR,0.08250598272439812,30.3605529,-97.7569834
ROCKPOINT DR,SIDEHILL PATH,0.06368521030765843
CARDIN DR,GREENSLOPE DR,0.06299628355359506
ARGENTIA RD,CARLISLE DR,0.09139230621726928,30.3461076,-97.7478208
MEANDERING WAY,RAINTREE PL,0.08839748360919167,30.37126,-97.75271
KNOLLWOOD DR,SIERRA DR,0.0634936123843672
MESA DR,PAINT ROCK DR,0.0818226958303429,30.3666357,-97.76069079999999
BALCONES DR,MOPAC EXPY,0.030240510203910182,30.3489225,-97.7501934
MERIMAC,TEALWOOD,0.051601909344826224
FAR WEST BLVD,WOOD HOLLOW DR,0.08106028661098667,30.35335629999999,-97.75318850000001
FAR WEST BLVD,MONTANA NORTE,0.06130286095811251,30.3582986,-97.7635476
HART LN,OLD QUARRY LN,0.007645340789103238,30.35005,-97.75682049999999
CAT HOLLOW DR,PRICKLY PEAR DR,0.08927331291012024,30.3630249,-97.76789529999999
FAR WEST BLVD,NORTH HILLS DR,0.04773520024767124,30.3609018,-97.77149279999999
GREENLAWN PKWY,PINEWOOD TER,0.04868867085377114
PAINT ROCK DR,TABLEROCK DR,0.03909450919920802
HART LN,WENDEL CV,0.02867159974895545,30.346568,-97.75558099999999
DENWOOD DR,LAWNDALE DR,0.08737433476606905,30.3644107,-97.745626
HUNT TRL,WEST TERRACE DR,0.06317724202507499,31.1691967,-96.6776028
PASEO DEL TORO,PASEO DEL TORO CV,0.04719970337298012
RIDGELINE,RIDGELINE TRL,0.051090278970515414,30.368894,-97.7608087
GREAT NORTHERN BLVD,JAMAICA CT,0.06071105396525848
EDGEROCK DR,ROCKPOINT DR,0.08954057377899323
GREEN TRAILS,LINDENWOOD CIR,0.0808018705780113,30.36347,-97.75197399999999
MIA TIA CIR,ROCKLEDGE DR,0.09150520642739028
GREYSTONE DR,STONECLIFF CV,0.07997365795163666,30.3605529,-97.7569834
BURNEY DR,RUSTLING RD,0.05272521027005016,30.3688927,-97.7628311
RUSTY RIDGE DR,WALNUT CLAY DR,0.04317377759479789,30.3529582,-97.76909239999999
NORTH HILLS DR,OLD QUARRY LN,0.03401591188424924
BAMFORD DR,TALLOWOOD DR,0.09420246030348886,30.3672174,-97.76491779999999
MORITZ LN,WILLIAMSBURG CIR,0.08215347276948236
ENCLAVE MESA CIR,RUNNING ROPE CIR,0.037482712547171865,30.3605303,-97.7660793
CARLISLE DR,LEXINGTON RD,0.07306306133832306,30.346307,-97.74690230000002
HIGHLAND HILLS DR,SUMAC DR,0.06263785271954492,30.35055699999999,-97.7624508
CHIMNEY CORNERS,MONTANA NORTE,0.0321687600837524,30.3591491,-97.75982859999999
LAMPLIGHT LN,SPURLOCK DR,0.08961395705033527,30.360524,-97.762462
CEBERRY DR,GREENSLOPE DR,0.09281332173214482,30.370461,-97.750841
ENCLAVE MESA CIR,GREYSTONE DR,0.08253095315812135
EDGEFIELD DR,FAR WEST BLVD,0.06841517088459559,30.3580245,-97.76292579999999
HIGHLAND HILLS DR,SHADOW VALLEY DR,0.08041790150426356,30.348506,-97.75869689999999
CHIMNEY CORNERS,GREYSTONE DR,0.09284013127277221
CHIMNEY CORNERS,LAMPLIGHT LN,0.06892740139787847,30.359854,-97.7593839
CHIMNEY CORNERS,FAR WEST BLVD,0.03659772618026821
EDGEFIELD DR,NORTHLEDGE DR,0.036253692639026634
CAVALRY CT,HEATHERCREST CIR,0.0355638172651069
LONG POINT DR,TALLOWOOD DR,0.09452453332448615
LOSTRIDGE DR,WEST RIM DR,0.032456980591634536
EAST CT,SOUTH DR,0.02952820945331452,30.3709493,-97.7483022
BRAMBLEWOOD CIR,MERRYBROOK CIR,0.058759697275766215
HIGHLAND HILLS DR,MOUNTAINCLIMB DR,0.03955935649059195,30.3504603,-97.76371189999999
MYRICK DR,PETRA PATH,0.040033732313068365
OVERLOOK DR,TRAILRIDGE CIR,0.04430526496018424,30.3410544,-97.7575754
EDGEROCK DR,SHADYROCK DR,0.09674665761291426
EDWARDS MOUNTAIN CV,RIDGEBACK DR,0.07713447290341809
RAINTREE PL,STECK AVE,0.030883912971273915
RUSTLING CV,RUSTLING RD,0.025456039671064697,30.36576779999999,-97.76349530000002
FOREST MESA DR,MORAVIAN CV,0.02523057406660386,30.3673917,-97.7496133
BELO HORIZONTE CIR,CAT MOUNTAIN DR,0.029921126642329477
SAVOY PL,SHOAL CREEK BLVD,0.0998946993372348
HAVENWOOD DR,LAWNDALE DR,0.03542332730872656
HIGHLAND HILLS DR,WESTSIDE DR,0.0642444018242453
BRACKEN CT,ORRELL CT,0.07001892717815383
CHIMNEY CORNERS,STONECLIFF CV,0.0306774130332341
SHOAL CREEK BLVD,WHITEWAY DR,0.0244755755029235
BON TERRA DR,HUNTCLIFF DR,0.034044058377610736,30.3506725,-97.7695651
DRY CREEK DR,GLENGARRY DR,0.02932523461802545,30.3457404,-97.76811060000001
SIDEHILL PATH,STONEYWOOD DR,0.03726061617678858,30.364885,-97.75954499999999
ROCKPOINT DR,STONEYWOOD DR,0.05574293942581788
EAST HILL DR,MOPAC EXPY,0.08481888427765959
LAUREL VALLEY DR,THORNCLIFFE DR,0.04742936379632641,30.351302,-97.75865399999999
EAST CT,FOREST MESA DR,0.04984638299898859
CLUB CT,SUMMER SIDE DR,0.09956507975077401
CLUB CT,EAST CT,0.027115780942089798
MERIMAC,TEALWOOD TRL,0.0740721239908084
DRY CLIFF CV,SIERRA DR,0.055096280191488774
BRAMBLEWOOD CIR,STONEHAVEN CIR,0.03236190694359972
KNOLLWOOD CV,SIERRA DR,0.043745777908704236
BRACKEN CT,GRIFFIN CT,0.02253200122483588
TREADWELL BLVD,WEST TERRACE DR,0.01772758812770542,30.3445041,-97.7468452
CAT MOUNTAIN DR,LEDGE MOUNTAIN DR,0.039030046355562655
CASCADE DR,GREENHAVEN DR,0.01643672047104199
CEBERRY DR,SPICEWOOD SPRINGS RD,0.04269048839996098,30.3629725,-97.7483328
PEBBLE PATH,SIDEHILL PATH,0.03480239888164291
MC ELROY DR,SHOAL CREEK BLVD,0.02673996497059034
BELO HORIZONTE CIR,MESA DR,0.04174044915036767
MIA TIA CIR,THORNCLIFFE DR,0.02837374342916107,30.35354959999999,-97.7604604
MOUNTAINCLIMB DR,SPANCREEK CIR,0.03755364065487935
CARDIN DR,TERRINA ST,0.05087352522138946
TIMBER TRL,TRAILRIDGE DR,0.03276354219271609,30.343045,-97.757638
MESA DR,RIDGELINE,0.08600584230346468,30.3681229,-97.7593548
HONEYCOMB ROCK CIR,MESA DR,0.03396966048169185,30.3633663,-97.76430889999999
HIGHLAND HILLS DR,HILLBROOK CIR,0.02984160484484182,30.3478343,-97.75816309999999
SILVERLEAF CIR,YELLOWPINE TER,0.08984787700677478
PIONEER PL,STONEWAY DR,0.02594345016096772,30.3498409,-97.746196
CHARLESTON PL,WILLIAMSBURG CIR,0.02130804966457165
NORTHGROVE RD,WILLIAMS RIDGE WAY,0.08934833915970031
HIGHLAND VIEW DR,HILLBROOK CIR,0.04092222896794858
EDGEFIELD DR,MONTANA NORTE,0.06256465360316701
GREYSTONE DR,STONECLIFF DR,0.03859127939013079
HART LN,LINDENWOOD CIR,0.03626806272505609
CROWNCREST DR,GREENSLOPE DR,0.04024318426892614,30.371285,-97.750362
ARBOR GLEN WAY,COMFORT CV,0.022445078890173942,30.367048,-97.756873
RUSTLING CV,TABLEROCK DR,0.03727572222868008,30.3674591,-97.7636994
DEEPWOODS DR,GREYSTONE DR,0.032923353962416566
HIGHLANDALE DR,WALNUT CLAY DR,0.06855668906932504
CAMINO SECO,DRY CREEK DR,0.01911613991727005
MESA TRAILS CIR,PETRA PATH,0.09307094555601438
LAWNDALE DR,WESTCHESTER AVE,0.053766819033436886
BAMFORD DR,RUSTLING CIR,0.06920347605546129,30.3668382,-97.7641079
CROWNCREST CV,WEST CT,0.0822353598583436
GREYSTONE DR,WOODWAY DR,0.09584088347821672
MEK DR,MESA DR,0.03624299077890165,30.3531654,-97.77112679999999
FAR WEST BLVD,FARHILLS DR,0.08677629557626931
SHOAL CREEK BLVD,STARDUST DR,0.023989744628657373,30.3522993,-97.7417322
COMFORT CV,SPICEWOOD SPRINGS RD,0.07184546386629374
LEXINGTON RD,PIONEER PL,0.039147266869389054
BURNEY DR,MESA DR,0.03665515541138746,30.3674904,-97.75988939999999
EAST CT,MIDDLE CT,0.02297931858688553
MESA TRAILS CIR,RIDGELINE DR,0.05573248197230361
BON TERRA DR,MARQUESA DR,0.03400191997779539,30.3473825,-97.766617
SHOAL CREEK BLVD,SILVERLEAF CIR,0.029295283179966745,30.3538924,-97.7405272
DEER RIDGE CIR,STONEHAVEN CIR,0.09142268861910655
COMFORT CV,MESA TRAILS CIR,0.02528413193501906
CARDIN DR,SPANDERA CV,0.03577073446561039
FORT HILL CT,PINECREST DR,0.04287538395731467
HUNT TRL,SHOAL CREEK WEST DR,0.06550407189035339,30.34314939999999,-97.7457853
LAWNDALE DR,MOPAC EXPY,0.09542190697018166
OLD QUARRY LN,THORNCLIFFE DR,0.041103870414803345
HIDDEN HOLW,STONEHAVEN CIR,0.08304953568754994
ARBOR GLEN WAY,WILLIAMSBURG CIR,0.07296348689530308
CROSSDRAW DR,VALLEY DALE DR,0.06686312912629816
SPICEWOOD SPRINGS RD,STARLINE DR,0.045695686291862325
HIGHLAND HILLS TRL,TRAILRIDGE DR,0.07814377962695382
GREAT NORTHERN BLVD,STONEWAY DR,0.03776433450380874
HIGHLANDALE DR,MOUNTAINCLIMB DR,0.03485059402818151,30.348152,-97.763939
EDWARDS MOUNTAIN CV,FIRSTVIEW DR,0.034435490447817727
CAT HOLLOW DR,HONEYCOMB ROCK CIR,0.040985541599319636
VENADO DR,WEST RIM DR,0.022820798873178394,30.3620514,-97.7705876
FAR WEST BLVD,VENADO DR,0.030197442316429894
MOPAC EXPY,STARLINE DR,0.05383035583556013
RIDGELINE DR,RIDGELINE TRL,0.03783928718836575
CAVALRY CT,GRIFFIN CT,0.07132756875139404
MESA DR,SPICEWOOD SPRINGS RD,0.020985452735342386,30.3714887,-97.75725779999999
OVERLOOK DR,TIMBER TRL,0.030306460036997655,30.34169,-97.756593
CAT HOLLOW DR,PALLADIO DR,0.08778151859090008
KNOLLWOOD CV,KNOLLWOOD DR,0.032427397381189854,30.3535565,-97.76406019999999
JANEY DR,MOPAC EXPY,0.09916239393402988
CEBERRY DR,CROWNCREST DR,0.032440369094250666,30.3695964,-97.7489801
GRIFFIN CT,PALACE GREEN,0.08544370933247347
SHADOW VALLEY DR,THORNCLIFFE DR,0.0446146200074728
GNARL DR,WOODWAY DR,0.03663639830802289
HIGHLAND VIEW DR,TUMBLING CIR,0.04836802220674636
DOVER PL,STONEWAY DR,0.06835571741245998
GREENSLOPE DR,RAINTREE PL,0.08409076064361544
GERAGHTY AVE,PEGRAM AVE,0.047011929438533946
HART LN,WESTSIDE DR,0.025751280346868338,30.34594749999999,-97.7542287
SIERRA DR,SUMAC DR,0.04168574633516489
SHADYROCK DR,TABLEROCK DR,0.03799505186873777,30.3655118,-97.76044379999999
MORITZ LN,PETRA PATH,0.08872596213498671
PALLADIO DR,WEST RIM DR,0.028993394785005844,30.36338139999999,-97.770717
ROCKLEDGE CV,ROCKLEDGE DR,0.03156341685047414,30.3549637,-97.7650682
HART LN,THORNCLIFFE DR,0.04766904763708463,30.351347,-97.75814299999999
HILLBROOK DR,LAUREL LEDGE LN,0.028829079301601605,30.34723,-97.758962
BRACKEN CT,PALACE GREEN,0.03707614009341813
HART LN,VILLAGE CENTER DR,0.07511820830052927
GREAT NORTHERN BLVD,JANEY DR,0.05684836872436458
RUNNING ROPE,SPURLOCK DR,0.035983376399856076,30.3611111,-97.7625187
BROWNWOOD DR,DENWOOD DR,0.09831869646195482
HART LN,NORTH HILLS DR,0.04032608440399465,30.3530175,-97.7580088
TEALWOOD,TEALWOOD TRL,0.02232326955714227,30.3697082,-97.75893649999999
WESTSIDE CV,WESTSIDE DR,0.010486692983300813,30.3448737,-97.755085
BAYWOOD DR,CHERVIL DR,0.03984247405114776
NORTH HILLS DR,ROCKLEDGE DR,0.029344920732352977,30.354599,-97.761364
CAT MOUNTAIN DR,MESA DR,0.02707387412864202,30.3515614,-97.7719303
GREYSTONE DR,RUSTLING CIR,0.04194130279589629
RIDGELINE TRL,TEALWOOD,0.047829790091243524,30.3702227,-97.76003469999999
MEANDERING WAY,SPICEWOOD LN,0.05498651572191381
CEBERRY DR,CHERVIL DR,0.026122659795191048,30.36479,-97.74745999999999
CASCADE DR,PINEWOOD TER,0.03530845946108585
LEXINGTON RD,TREADWELL BLVD,0.05082684929327697
FOREST MESA DR,SPICEWOOD SPRINGS RD,0.04479421290125732,30.365767,-97.75117000000002
PAINT ROCK DR,RUSTLING RD,0.028072051202811088,30.368183,-97.763272
MYRICK DR,RIDGESTONE DR,0.06314748227134381,30.3658367,-97.75561499999999
LAUREL VALLEY DR,SHADOW VALLEY DR,0.02728362042517371,30.3501516,-97.7591537
DRY CREEK DR,PASEO DEL TORO CV,0.029780438754024988,30.3431842,-97.7640812
HILLBROOK DR,MOUNTAINCLIMB DR,0.03227288673418732,30.3450979,-97.76466350000001
HIGHLAND HILLS DR,TIMBER TRL,0.06710329689377145
GRIFFIN CT,ORRELL CT,0.0168373650314481
SHADOW MOUNTAIN CV,SHADOW MOUNTAIN DR,0.03516470480099389,30.3486023,-97.7612125
CHIMNEY CORNERS,RIDGESTONE DR,0.03494392143918122
HARVESTMAN CV,LONG POINT DR,0.06325766358260546
HIGHLAND HILLS DR,WESTSIDE CV,0.03710757183081994,30.3448737,-97.755085
PRICKLY PEAR DR,VENADO DR,0.031545985368635975
CANYONSIDE TRL,STAHL CV,0.07268630669415808
ARGENTIA RD,BORDEN RD,0.02415063598702922,30.3482256,-97.74799039999999
EDGEFIELD DR,KNOLLWOOD DR,0.03211623449574549,30.3546501,-97.76676839999999
EDGEFIELD DR,ROCKLEDGE DR,0.03969519300868418,30.3554383,-97.7662883
STECK AVE,SUMMER SIDE DR,0.01943187280395639,30.3702459,-97.7464634
GRIFFIN CT,TIMSON CT,0.05606317811619081
GREYSTONE DR,RUNNING ROPE,0.07191505433942806
SAVOY PL,WEST TERRACE DR,0.04651987940763458
CRESTHILL DR,WESTMONT DR,0.026238640832900954
COMFORT CV,MORITZ LN,0.08213039779778
PALACE GREEN,SPICEWOOD SPRINGS RD,0.03613552532452152
DENWOOD DR,SONNET AVE,0.07378030697864318
FAR WEST BLVD,WEST RIM DR,0.03286438619114025,30.3611389,-97.7706885
ENDCLIFFE DR,TALLOWOOD DR,0.03604743067231274
2222 RD,CAMINO SECO,0.05189406733582671
SHOAL CREEK BLVD,VINE ST,0.04155614748917013
CHERVIL DR,HAVENWOOD DR,0.0894229997845967
EDWARDS MOUNTAIN CV,GLENGARRY DR,0.08079578850309894
VENADO DR,WATERLINE RD,0.03238068732803923,30.3613235,-97.7676139
HIGHLAND HILLS DR,SHADOW VALLEY CV,0.039053448809842524,30.348506,-97.75869689999999
MORITZ LN,SPICEWOOD SPRINGS RD,0.08106728915850242
CAMINO SECO,PASEO DEL TORO,0.024893992712101243,30.3439509,-97.76279629999999
GREAT NORTHERN BLVD,MOPAC EXPY,0.03650958483245093
SHOAL CREEK BLVD,SILVERWAY DR,0.025483848196188166,30.3547454,-97.7404336
ENDCLIFFE DR,LONG POINT DR,0.09585934403859922
KNOLLWOOD DR,MESA DR,0.03368957148501696,30.3554846,-97.7685534
SIERRA DR,WALNUT CLAY DR,0.07540587022018726
LONG POINT DR,WEST RIM DR,0.03674963905106802
EXECUTIVE CENTER DR,WOOD HOLLOW DR,0.06586732480811262,30.3606971,-97.74800660000001
MOUNTAINCLIMB DR,WESTMONT DR,0.06230198873090982
CROWNCREST DR,MIDDLE CT,0.040897584429263875
CARDIN DR,MIDDLE CT,0.09653051335999105
BURNEY DR,RIMDALE DR,0.08615646713212378
EAST HILL DR,NORTH HILLS DR,0.023608494715371024,30.348205,-97.752493
JAMAICA CT,MOPAC EXPY,0.0737743225194703
EDGEROCK DR,ENCLAVE MESA CIR,0.03256983174654351
SHADOW VALLEY DR,SUMAC DR,0.03117834848651747
MERIMAC,MYRICK DR,0.06970870124149033
MOPAC EXPY,RICKEY DR,0.06051398408223729
ENDCLIFFE DR,RUSTLING RD,0.04156000264992591
HIGHLAND VIEW DR,WENDEL CV,0.09661488487876803
FAR WEST BLVD,MARBRYS RIDGE CV,0.028756646257151876,30.36095809999999,-97.7750659
BAYWOOD DR,MORAVIAN CV,0.03585623527250176
DOVER PL,SHOAL CREEK BLVD,0.02553601395042762,30.3496206,-97.7438072
HIGHLAND HILLS DR,HIGHLAND HILLS TRL,0.020080280037718022,30.344019,-97.75712399999999
GREYSTONE DR,ROCKPOINT DR,0.028712213596615514,30.3640979,-97.7627607
ROCKPOINT CIR,SHADYROCK DR,0.04441345937844746,30.3646167,-97.76064889999999
CHARLESTON PL,CHIMNEY CORNERS,0.04645121716332031
BAYWOOD DR,CEBERRY DR,0.024517647305486615,30.3683377,-97.74765169999999
PEGRAM AVE,VINE ST,0.029676416452791936,30.3475753,-97.742404
HILLBROOK DR,PASEO DEL TORO,0.04064415492353546
MERIMAC,RIDGELINE TRL,0.09554736640433366
GREYSTONE DR,WATERLINE RD,0.04129853385000452,30.3654697,-97.7650657
MESA TRAILS CIR,SHADYROCK DR,0.04840279759195827
GREEN TRAILS,WILLIAMSBURG CIR,0.04020258435234564
EAST CT,WEST CT,0.09286977394138166,30.1926597,-97.7461441
BROWNWOOD DR,MORAVIAN CV,0.08349551725308832
KNOLLWOOD DR,THORNCLIFFE DR,0.018509408327380263,30.352476,-97.760393
MERIMAC,MESA DR,0.03606897739608087,30.3685927,-97.7589769
KNOLLWOOD DR,ROCKLEDGE DR,0.047309365594133
MYRICK DR,SHADYROCK DR,0.05434804380641071,30.3675957,-97.7584958
RUNNING ROPE CIR,SUNGATE DR,0.059240095447959946,30.3609683,-97.7633231
GREAT NORTHERN BLVD,SHOAL CREEK BLVD,0.06677336239627407,30.3621602,-97.74037779999999
2222 RD,HIGHLAND HILLS TER,0.08383635383616944
BAYWOOD DR,BROWNWOOD DR,0.023243099728934718,30.366698,-97.7486859
CARLISLE DR,JAMAICA CT,0.02766942789274571,30.3466381,-97.7491603
GREEN TRAILS,HIDDEN HOLW,0.03320625354530771
DENWOOD DR,HAVENWOOD DR,0.03197215272913622,30.364694,-97.7464712
SILVERPLUME CIR,WHITEWAY DR,0.07889609960981064
GREEN TRAILS,PLEASANT MEADOW CIR,0.0328434142915928,30.363521,-97.75488419999999
FOREST MESA DR,SUMMER SIDE DR,0.08851731900386998
HIGHLAND HILLS TRL,OVERLOOK DR,0.06174849302207645
MOHAWK RD,STONEWAY DR,0.09748626671023677
CAT HOLLOW DR,CIRCLETREE LOOP,0.04345208577329351
BAYBERRY DR,SPICEWOOD LN,0.07075546697636644,30.3707045,-97.7546986
PAINT ROCK DR,SHADYROCK DR,0.09610259774358446
RIDGELINE,TEALWOOD,0.013064064478025175,30.3702227,-97.76003469999999
SHOAL CREEK BLVD,WHITEPINE DR,0.04374766326425647
BAYWOOD DR,SPICEWOOD SPRINGS RD,0.004008491506904224,30.3655645,-97.7498236
ORRELL CT,WILLIAMSBURG CIR,0.030663574023841088,30.3654972,-97.75242039999999
MOUNTAINCLIMB DR,SIERRA DR,0.034268970563644335,30.3504603,-97.76371189999999
EDGEFIELD DR,NORTH HILLS DR,0.032719681658977304,30.3569193,-97.76429949999999
FARHILLS DR,MESA DR,0.035054201456290505,30.3577396,-97.7677714
NORTHFOREST DR,WESTCHESTER AVE,0.026112229824486338
HIGHLAND PASS,PASEO DEL TORO,0.09586131314814635
GREYSTONE DR,LOSTRIDGE DR,0.032572597367119156,30.3658146,-97.76581200000001
KNOLLWOOD DR,SUMAC DR,0.03591870371373973,30.3531829,-97.76328699999999
CROWNCREST CV,STECK AVE,0.06570059439367917
DRY CREEK DR,PASEO DEL TORO,0.039398174464601234
NORTH HILLS DR,THORNCLIFFE DR,0.04642241032885713
GREAT NORTHERN BLVD,MOPAC EXPY SVRD,0.05935768982063471
PEBBLE PATH,SHADYROCK DR,0.0948717265625128
HIGHLAND HILLS DR,TUMBLING CIR,0.026761631800519048,30.3453524,-97.7573886
HARVESTMAN CV,RIMDALE DR,0.0644782792358553
SILVERWAY DR,YELLOWPINE TER,0.09366027747581016
RUNNING ROPE,RUNNING ROPE CIR,0.030980257209507454,30.361002,-97.7642439
MERIMAC,RIDGELINE,0.06339952834203903
MAYFAIR DR,NORTHFOREST DR,0.012746559763632856,30.363723,-97.7449542
ARBOR GLEN WAY,SPICEWOOD SPRINGS RD,0.08992499526330881
GREYSTONE DR,VALLEY DALE DR,0.0711448806660204
GREYSTONE DR,HART LN,0.032911655609506846,30.3589264,-97.75399089999999
ORANGEWOOD CIR,SHOAL CREEK BLVD,0.023491653150844925,30.3575596,-97.7404675
HILLBROOK DR,SHADOW MOUNTAIN DR,0.05168016089032414
EDWARDS MOUNTAIN CV,HUNTCLIFF DR,0.08291029555486998
BURNEY DR,STERLING DR,0.07710010962699752,30.3687037,-97.76242189999999
LAUREL VALLEY DR,OLD QUARRY LN,0.09489932434333787
MERIMAC,MESA TRAILS CIR,0.053556597571609216,30.3685927,-97.7589769
HART LN,WESTSIDE CV,0.08769252328475538,30.34594749999999,-97.7542287
LAMPLIGHT LN,SUNGATE DR,0.09026101652176681
TABLEROCK DR,TALLOWOOD DR,0.09026238271274899
BRAMBLEWOOD CIR,HEATHERCREST CIR,0.08596890066593185
BAMFORD DR,RUSTLING RD,0.031587855416900554,30.3668382,-97.7641079
EDWARDS MOUNTAIN DR,HUNTCLIFF DR,0.031703223280878316,30.3498387,-97.7694417
